Tank,MLI,Pitch,Roll,Reading,Qty
Left,3,0,0.5,0.0,4920.0
Left,3,0,0.5,20.0,5070.0
Left,3,0,0.5,40.0,5220.0
Left,3,0,0.5,60.0,5350.0
Left,3,0,0.5,80.0,5480.0
Left,3,0,0.5,100.0,5600.0
Left,3,0,0.5,120.0,5720.0
Left,3,0,0.5,140.0,5840.0
Left,3,0,0.5,160.0,5960.0
Left,3,0,0.5,180.0,6070.0
Left,3,0,0.5,200.0,6180.0
Left,3,0,0.5,220.0,6290.0
Left,3,0,0.5,230.0,7110.0
Left,3,0,1.0,0.0,5030.0
Left,3,0,1.0,20.0,5160.0
Left,3,0,1.0,40.0,5280.0
Left,3,0,1.0,60.0,5400.0
Left,3,0,1.0,80.0,5520.0
Left,3,0,1.0,100.0,5630.0
Left,3,0,1.0,120.0,5740.0
Left,3,0,1.0,140.0,5850.0
Left,3,0,1.0,160.0,5950.0
Left,3,0,1.0,180.0,6060.0
Left,3,0,1.0,200.0,6160.0
Left,3,0,1.0,220.0,6260.0
Left,3,0,1.0,230.0,7110.0
Left,3,0,1.5,0.0,5110.0
Left,3,0,1.5,20.0,5220.0
Left,3,0,1.5,40.0,5330.0
Left,3,0,1.5,60.0,5440.0
Left,3,0,1.5,80.0,5550.0
Left,3,0,1.5,100.0,5650.0
Left,3,0,1.5,120.0,5760.0
Left,3,0,1.5,140.0,5850.0
Left,3,0,1.5,160.0,5950.0
Left,3,0,1.5,180.0,6050.0
Left,3,0,1.5,200.0,6140.0
Left,3,0,1.5,220.0,6230.0
Left,3,0,1.5,230.0,7110.0
Left,3,0.5,-1.5,0.0,4040.0
Left,3,0.5,-1.5,20.0,4270.0
Left,3,0.5,-1.5,40.0,4510.0
Left,3,0.5,-1.5,60.0,4760.0
Left,3,0.5,-1.5,80.0,5010.0
Left,3,0.5,-1.5,100.0,5250.0
Left,3,0.5,-1.5,120.0,5490.0
Left,3,0.5,-1.5,140.0,5720.0
Left,3,0.5,-1.5,160.0,5940.0
Left,3,0.5,-1.5,180.0,6140.0
Left,3,0.5,-1.5,200.0,6310.0
Left,3,0.5,-1.5,220.0,6470.0
Left,3,0.5,-1.5,230.0,7110.0
Left,3,0.5,-1.0,0.0,4290.0
Left,3,0.5,-1.0,20.0,4510.0
Left,3,0.5,-1.0,40.0,4740.0
Left,3,0.5,-1.0,60.0,4960.0
Left,3,0.5,-1.0,80.0,5190.0
Left,3,0.5,-1.0,100.0,5410.0
Left,3,0.5,-1.0,120.0,5610.0
Left,3,0.5,-1.0,140.0,5800.0
Left,3,0.5,-1.0,160.0,5970.0
Left,3,0.5,-1.0,180.0,6130.0
Left,3,0.5,-1.0,200.0,6280.0
Left,3,0.5,-1.0,220.0,6420.0
Left,3,0.5,-1.0,230.0,7110.0
Left,3,0.5,-0.5,0.0,4520.0
Left,3,0.5,-0.5,20.0,4730.0
Left,3,0.5,-0.5,40.0,4930.0
Left,3,0.5,-0.5,60.0,5130.0
Left,3,0.5,-0.5,80.0,5320.0
Left,3,0.5,-0.5,100.0,5500.0
Left,3,0.5,-0.5,120.0,5670.0
Left,3,0.5,-0.5,140.0,5830.0
Left,3,0.5,-0.5,160.0,5980.0
Left,3,0.5,-0.5,180.0,6120.0
Left,3,0.5,-0.5,200.0,6260.0
Left,3,0.5,-0.5,220.0,6390.0
Left,3,0.5,-0.5,230.0,7110.0
Left,3,0.5,0.0,0.0,4730.0
Left,3,0.5,0.0,20.0,4910.0
Left,3,0.5,0.0,40.0,5090.0
Left,3,0.5,0.0,60.0,5260.0
Left,3,0.5,0.0,80.0,5410.0
Left,3,0.5,0.0,100.0,5560.0
Left,3,0.5,0.0,120.0,5700.0
Left,3,0.5,0.0,140.0,5840.0
Left,3,0.5,0.0,160.0,5970.0
Left,3,0.5,0.0,180.0,6100.0
Left,3,0.5,0.0,200.0,6230.0
Left,3,0.5,0.0,220.0,6350.0
Left,3,0.5,0.0,230.0,7110.0
Left,3,0.5,0.5,0.0,4880.0
Left,3,0.5,0.5,20.0,5040.0
Left,3,0.5,0.5,40.0,5200.0
Left,3,0.5,0.5,60.0,5340.0
Left,3,0.5,0.5,80.0,5470.0
Left,3,0.5,0.5,100.0,5600.0
Left,3,0.5,0.5,120.0,5730.0
Left,3,0.5,0.5,140.0,5850.0
Left,3,0.5,0.5,160.0,5970.0
Left,3,0.5,0.5,180.0,6090.0
Left,3,0.5,0.5,200.0,6200.0
Left,3,0.5,0.5,220.0,6310.0
Left,3,0.5,0.5,230.0,7110.0
Left,3,0.5,1.0,0.0,5000.0
Left,3,0.5,1.0,20.0,5140.0
Left,3,0.5,1.0,40.0,5270.0
Left,3,0.5,1.0,60.0,5390.0
Left,3,0.5,1.0,80.0,5520.0
Left,3,0.5,1.0,100.0,5630.0
Left,3,0.5,1.0,120.0,5750.0
Left,3,0.5,1.0,140.0,5860.0
Left,3,0.5,1.0,160.0,5970.0
Left,3,0.5,1.0,180.0,6080.0
Left,3,0.5,1.0,200.0,6180.0
Left,3,0.5,1.0,220.0,6280.0
Left,3,0.5,1.0,230.0,7110.0
Left,3,0.5,1.5,0.0,5090.0
Left,3,0.5,1.5,20.0,5210.0
Left,3,0.5,1.5,40.0,5330.0
Left,3,0.5,1.5,60.0,5440.0
Left,3,0.5,1.5,80.0,5550.0
Left,3,0.5,1.5,100.0,5660.0
Left,3,0.5,1.5,120.0,5760.0
Left,3,0.5,1.5,140.0,5870.0
Left,3,0.5,1.5,160.0,5970.0
Left,3,0.5,1.5,180.0,6060.0
Left,3,0.5,1.5,200.0,6160.0
Left,3,0.5,1.5,220.0,6260.0
Left,3,0.5,1.5,230.0,7110.0
Left,3,1,-1.5,0.0,3970.0
Left,3,1,-1.5,20.0,4200.0
Left,3,1,-1.5,40.0,4450.0
Left,3,1,-1.5,60.0,4690.0
Left,3,1,-1.5,80.0,4950.0
Left,3,1,-1.5,100.0,5200.0
Left,3,1,-1.5,120.0,5460.0
Left,3,1,-1.5,140.0,5700.0
Left,3,1,-1.5,160.0,5930.0
Left,3,1,-1.5,180.0,6140.0
Left,3,1,-1.5,200.0,6330.0
Left,3,1,-1.5,220.0,6500.0
Left,3,1,-1.5,230.0,7110.0
Left,3,1,-1.0,0.0,4220.0
Left,3,1,-1.0,20.0,4440.0
Left,3,1,-1.0,40.0,4670.0
Left,3,1,-1.0,60.0,4900.0
Left,3,1,-1.0,80.0,5140.0
Left,3,1,-1.0,100.0,5370.0
Left,3,1,-1.0,120.0,5590.0
Left,3,1,-1.0,140.0,5800.0
Left,3,1,-1.0,160.0,5990.0
Left,3,1,-1.0,180.0,6160.0
Left,3,1,-1.0,200.0,6310.0
Left,3,1,-1.0,220.0,6460.0
Left,3,1,-1.0,230.0,7110.0
Left,3,1,-0.5,0.0,4450.0
Left,3,1,-0.5,20.0,4670.0
Left,3,1,-0.5,40.0,4880.0
Left,3,1,-0.5,60.0,5090.0
Left,3,1,-0.5,80.0,5290.0
Left,3,1,-0.5,100.0,5480.0
Left,3,1,-0.5,120.0,5660.0
Left,3,1,-0.5,140.0,5840.0
Left,3,1,-0.5,160.0,6000.0
Left,3,1,-0.5,180.0,6150.0
Left,3,1,-0.5,200.0,6290.0
Left,3,1,-0.5,220.0,6420.0
Left,3,1,-0.5,230.0,7110.0
Left,3,1,0.0,0.0,4660.0
Left,3,1,0.0,20.0,4860.0
Left,3,1,0.0,40.0,5050.0
Left,3,1,0.0,60.0,5230.0
Left,3,1,0.0,80.0,5400.0
Left,3,1,0.0,100.0,5560.0
Left,3,1,0.0,120.0,5710.0
Left,3,1,0.0,140.0,5850.0
Left,3,1,0.0,160.0,5990.0
Left,3,1,0.0,180.0,6130.0
Left,3,1,0.0,200.0,6260.0
Left,3,1,0.0,220.0,6380.0
Left,3,1,0.0,230.0,7110.0
Left,3,1,0.5,0.0,4840.0
Left,3,1,0.5,20.0,5010.0
Left,3,1,0.5,40.0,5170.0
Left,3,1,0.5,60.0,5320.0
Left,3,1,0.5,80.0,5470.0
Left,3,1,0.5,100.0,5610.0
Left,3,1,0.5,120.0,5740.0
Left,3,1,0.5,140.0,5860.0
Left,3,1,0.5,160.0,5990.0
Left,3,1,0.5,180.0,6110.0
Left,3,1,0.5,200.0,6230.0
Left,3,1,0.5,220.0,6340.0
Left,3,1,0.5,230.0,7110.0
Left,3,1,1.0,0.0,4980.0
Left,3,1,1.0,20.0,5120.0
Left,3,1,1.0,40.0,5250.0
Left,3,1,1.0,60.0,5390.0
Left,3,1,1.0,80.0,5510.0
Left,3,1,1.0,100.0,5640.0
Left,3,1,1.0,120.0,5760.0
Left,3,1,1.0,140.0,5870.0
Left,3,1,1.0,160.0,5980.0
Left,3,1,1.0,180.0,6100.0
Left,3,1,1.0,200.0,6200.0
Left,3,1,1.0,220.0,6310.0
Left,3,1,1.0,230.0,7110.0
Left,3,1,1.5,0.0,5070.0
Left,3,1,1.5,20.0,5200.0
Left,3,1,1.5,40.0,5320.0
Left,3,1,1.5,60.0,5440.0
Left,3,1,1.5,80.0,5550.0
Left,3,1,1.5,100.0,5660.0
Left,3,1,1.5,120.0,5770.0
Left,3,1,1.5,140.0,5880.0
Left,3,1,1.5,160.0,5980.0
Left,3,1,1.5,180.0,6080.0
Left,3,1,1.5,200.0,6180.0
Left,3,1,1.5,220.0,6280.0
Left,3,1,1.5,230.0,7110.0
Left,3,1.5,-1.5,0.0,3900.0
Left,3,1.5,-1.5,20.0,4140.0
Left,3,1.5,-1.5,40.0,4380.0
Left,3,1.5,-1.5,60.0,4640.0
Left,3,1.5,-1.5,80.0,4890.0
Left,3,1.5,-1.5,100.0,5150.0
Left,3,1.5,-1.5,120.0,5420.0
Left,3,1.5,-1.5,140.0,5670.0
Left,3,1.5,-1.5,160.0,5910.0
Left,3,1.5,-1.5,180.0,6130.0
Left,3,1.5,-1.5,200.0,6330.0
Left,3,1.5,-1.5,220.0,6510.0
Left,3,1.5,-1.5,230.0,7110.0
Left,3,1.5,-1.0,0.0,4140.0
Left,3,1.5,-1.0,20.0,4370.0
Left,3,1.5,-1.0,40.0,4610.0
Left,3,1.5,-1.0,60.0,4840.0
Left,3,1.5,-1.0,80.0,5080.0
Left,3,1.5,-1.0,100.0,5320.0
Left,3,1.5,-1.0,120.0,5560.0
Left,3,1.5,-1.0,140.0,5780.0
Left,3,1.5,-1.0,160.0,5990.0
Left,3,1.5,-1.0,180.0,6180.0
Left,3,1.5,-1.0,200.0,6340.0
Left,3,1.5,-1.0,220.0,6490.0
Left,3,1.5,-1.0,230.0,7110.0
Left,3,1.5,-0.5,0.0,4380.0
Left,3,1.5,-0.5,20.0,4600.0
Left,3,1.5,-0.5,40.0,4820.0
Left,3,1.5,-0.5,60.0,5030.0
Left,3,1.5,-0.5,80.0,5250.0
Left,3,1.5,-0.5,100.0,5450.0
Left,3,1.5,-0.5,120.0,5650.0
Left,3,1.5,-0.5,140.0,5840.0
Left,3,1.5,-0.5,160.0,6010.0
Left,3,1.5,-0.5,180.0,6170.0
Left,3,1.5,-0.5,200.0,6320.0
Left,3,1.5,-0.5,220.0,6450.0
Left,3,1.5,-0.5,230.0,7110.0
Left,3,1.5,0.0,0.0,4600.0
Left,3,1.5,0.0,20.0,4800.0
Left,3,1.5,0.0,40.0,5000.0
Left,3,1.5,0.0,60.0,5190.0
Left,3,1.5,0.0,80.0,5380.0
Left,3,1.5,0.0,100.0,5550.0
Left,3,1.5,0.0,120.0,5710.0
Left,3,1.5,0.0,140.0,5860.0
Left,3,1.5,0.0,160.0,6010.0
Left,3,1.5,0.0,180.0,6150.0
Left,3,1.5,0.0,200.0,6280.0
Left,3,1.5,0.0,220.0,6410.0
Left,3,1.5,0.0,230.0,7110.0
Left,3,1.5,0.5,0.0,4780.0
Left,3,1.5,0.5,20.0,4960.0
Left,3,1.5,0.5,40.0,5140.0
Left,3,1.5,0.5,60.0,5300.0
Left,3,1.5,0.5,80.0,5460.0
Left,3,1.5,0.5,100.0,5610.0
Left,3,1.5,0.5,120.0,5740.0
Left,3,1.5,0.5,140.0,5880.0
Left,3,1.5,0.5,160.0,6010.0
Left,3,1.5,0.5,180.0,6130.0
Left,3,1.5,0.5,200.0,6260.0
Left,3,1.5,0.5,220.0,6370.0
Left,3,1.5,0.5,230.0,7110.0
Left,3,1.5,1.0,0.0,4940.0
Left,3,1.5,1.0,20.0,5090.0
Left,3,1.5,1.0,40.0,5240.0
Left,3,1.5,1.0,60.0,5380.0
Left,3,1.5,1.0,80.0,5510.0
Left,3,1.5,1.0,100.0,5640.0
Left,3,1.5,1.0,120.0,5760.0
Left,3,1.5,1.0,140.0,5880.0
Left,3,1.5,1.0,160.0,6000.0
Left,3,1.5,1.0,180.0,6120.0
Left,3,1.5,1.0,200.0,6230.0
Left,3,1.5,1.0,220.0,6340.0
Left,3,1.5,1.0,230.0,7110.0
Left,3,1.5,1.5,0.0,5050.0
Left,3,1.5,1.5,20.0,5180.0
Left,3,1.5,1.5,40.0,5310.0
Left,3,1.5,1.5,60.0,5430.0
Left,3,1.5,1.5,80.0,5550.0
Left,3,1.5,1.5,100.0,5670.0
Left,3,1.5,1.5,120.0,5780.0
Left,3,1.5,1.5,140.0,5890.0
Left,3,1.5,1.5,160.0,6000.0
Left,3,1.5,1.5,180.0,6100.0
Left,3,1.5,1.5,200.0,6200.0
Left,3,1.5,1.5,220.0,6310.0
Left,3,1.5,1.5,230.0,7110.0
Left,4,-1.5,-1.5,0.0,5740.0
Left,4,-1.5,-1.5,20.0,5910.0
Left,4,-1.5,-1.5,40.0,6060.0
Left,4,-1.5,-1.5,60.0,6200.0
Left,4,-1.5,-1.5,80.0,6330.0
Left,4,-1.5,-1.5,100.0,6460.0
Left,4,-1.5,-1.5,120.0,6580.0
Left,4,-1.5,-1.5,140.0,6800.0
Left,4,-1.5,-1.5,160.0,6800.0
Left,4,-1.5,-1.5,180.0,6800.0
Left,4,-1.5,-1.5,200.0,6980.0
Left,4,-1.5,-1.5,204.0,7110.0
Left,4,-1.5,-1.0,0.0,5860.0
Left,4,-1.5,-1.0,20.0,5990.0
Left,4,-1.5,-1.0,40.0,6120.0
Left,4,-1.5,-1.0,60.0,6250.0
Left,4,-1.5,-1.0,80.0,6380.0
Left,4,-1.5,-1.0,100.0,6500.0
Left,4,-1.5,-1.0,120.0,6610.0
Left,4,-1.5,-1.0,140.0,6810.0
Left,4,-1.5,-1.0,160.0,6810.0
Left,4,-1.5,-1.0,180.0,6810.0
Left,4,-1.5,-1.0,200.0,6980.0
Left,4,-1.5,-1.0,204.0,7110.0
Left,4,-1.5,-0.5,0.0,5950.0
Left,4,-1.5,-0.5,20.0,6070.0
Left,4,-1.5,-0.5,40.0,6190.0
Left,4,-1.5,-0.5,60.0,6300.0
Left,4,-1.5,-0.5,80.0,6420.0
Left,4,-1.5,-0.5,100.0,6520.0
Left,4,-1.5,-0.5,120.0,6630.0
Left,4,-1.5,-0.5,140.0,6820.0
Left,4,-1.5,-0.5,160.0,6820.0
Left,4,-1.5,-0.5,180.0,6820.0
Left,4,-1.5,-0.5,200.0,6980.0
Left,4,-1.5,-0.5,204.0,7110.0
Left,4,-1.5,0.0,0.0,6020.0
Left,4,-1.5,0.0,20.0,6130.0
Left,4,-1.5,0.0,40.0,6240.0
Left,4,-1.5,0.0,60.0,6340.0
Left,4,-1.5,0.0,80.0,6450.0
Left,4,-1.5,0.0,100.0,6550.0
Left,4,-1.5,0.0,120.0,6650.0
Left,4,-1.5,0.0,140.0,6820.0
Left,4,-1.5,0.0,160.0,6820.0
Left,4,-1.5,0.0,180.0,6820.0
Left,4,-1.5,0.0,200.0,6980.0
Left,4,-1.5,0.0,204.0,7110.0
Left,4,-1.5,0.5,0.0,6080.0
Left,4,-1.5,0.5,20.0,6180.0
Left,4,-1.5,0.5,40.0,6280.0
Left,4,-1.5,0.5,60.0,6380.0
Left,4,-1.5,0.5,80.0,6470.0
Left,4,-1.5,0.5,100.0,6570.0
Left,4,-1.5,0.5,120.0,6660.0
Left,4,-1.5,0.5,140.0,6830.0
Left,4,-1.5,0.5,160.0,6830.0
Left,4,-1.5,0.5,180.0,6830.0
Left,4,-1.5,0.5,200.0,6970.0
Left,4,-1.5,0.5,204.0,7110.0
Left,4,-1.5,1.0,0.0,6130.0
Left,4,-1.5,1.0,20.0,6230.0
Left,4,-1.5,1.0,40.0,6320.0
Left,4,-1.5,1.0,60.0,6410.0
Left,4,-1.5,1.0,80.0,6490.0
Left,4,-1.5,1.0,100.0,6580.0
Left,4,-1.5,1.0,120.0,6670.0
Left,4,-1.5,1.0,140.0,6830.0
Left,4,-1.5,1.0,160.0,6830.0
Left,4,-1.5,1.0,180.0,6830.0
Left,4,-1.5,1.0,200.0,6970.0
Left,4,-1.5,1.0,204.0,7110.0
Left,4,-1.5,1.5,0.0,6180.0
Left,4,-1.5,1.5,20.0,6260.0
Left,4,-1.5,1.5,40.0,6350.0
Left,4,-1.5,1.5,60.0,6430.0
Left,4,-1.5,1.5,80.0,6510.0
Left,4,-1.5,1.5,100.0,6590.0
Left,4,-1.5,1.5,120.0,6670.0
Left,4,-1.5,1.5,140.0,6820.0
Left,4,-1.5,1.5,160.0,6820.0
Left,4,-1.5,1.5,180.0,6820.0
Left,4,-1.5,1.5,200.0,6960.0
Left,4,-1.5,1.5,204.0,7110.0
Left,4,-1,-1.5,0.0,5690.0
Left,4,-1,-1.5,20.0,5880.0
Left,4,-1,-1.5,40.0,6040.0
Left,4,-1,-1.5,60.0,6190.0
Left,4,-1,-1.5,80.0,6330.0
Left,4,-1,-1.5,100.0,6460.0
Left,4,-1,-1.5,120.0,6590.0
Left,4,-1,-1.5,140.0,6810.0
Left,4,-1,-1.5,160.0,6810.0
Left,4,-1,-1.5,180.0,6810.0
Left,4,-1,-1.5,200.0,6990.0
Left,4,-1,-1.5,204.0,7110.0
Left,4,-1,-1.0,0.0,5830.0
Left,4,-1,-1.0,20.0,5980.0
Left,4,-1,-1.0,40.0,6110.0
Left,4,-1,-1.0,60.0,6250.0
Left,4,-1,-1.0,80.0,6380.0
Left,4,-1,-1.0,100.0,6500.0
Left,4,-1,-1.0,120.0,6610.0
Left,4,-1,-1.0,140.0,6820.0
Left,4,-1,-1.0,160.0,6820.0
Left,4,-1,-1.0,180.0,6820.0
Left,4,-1,-1.0,200.0,6990.0
Left,4,-1,-1.0,204.0,7110.0
Left,4,-1,-0.5,0.0,5940.0
Left,4,-1,-0.5,20.0,6060.0
Left,4,-1,-0.5,40.0,6180.0
Left,4,-1,-0.5,60.0,6300.0
Left,4,-1,-0.5,80.0,6420.0
Left,4,-1,-0.5,100.0,6530.0
Left,4,-1,-0.5,120.0,6640.0
Left,4,-1,-0.5,140.0,6830.0
Left,4,-1,-0.5,160.0,6830.0
Left,4,-1,-0.5,180.0,6830.0
Left,4,-1,-0.5,200.0,6990.0
Left,4,-1,-0.5,204.0,7110.0
Left,4,-1,0.0,0.0,6010.0
Left,4,-1,0.0,20.0,6120.0
Left,4,-1,0.0,40.0,6230.0
Left,4,-1,0.0,60.0,6340.0
Left,4,-1,0.0,80.0,6450.0
Left,4,-1,0.0,100.0,6550.0
Left,4,-1,0.0,120.0,6650.0
Left,4,-1,0.0,140.0,6840.0
Left,4,-1,0.0,160.0,6840.0
Left,4,-1,0.0,180.0,6840.0
Left,4,-1,0.0,200.0,6990.0
Left,4,-1,0.0,204.0,7110.0
Left,4,-1,0.5,0.0,6080.0
Left,4,-1,0.5,20.0,6180.0
Left,4,-1,0.5,40.0,6280.0
Left,4,-1,0.5,60.0,6380.0
Left,4,-1,0.5,80.0,6480.0
Left,4,-1,0.5,100.0,6570.0
Left,4,-1,0.5,120.0,6670.0
Left,4,-1,0.5,140.0,6840.0
Left,4,-1,0.5,160.0,6840.0
Left,4,-1,0.5,180.0,6840.0
Left,4,-1,0.5,200.0,6980.0
Left,4,-1,0.5,204.0,7110.0
Left,4,-1,1.0,0.0,6130.0
Left,4,-1,1.0,20.0,6220.0
Left,4,-1,1.0,40.0,6320.0
Left,4,-1,1.0,60.0,6410.0
Left,4,-1,1.0,80.0,6500.0
Left,4,-1,1.0,100.0,6590.0
Left,4,-1,1.0,120.0,6680.0
Left,4,-1,1.0,140.0,6840.0
Left,4,-1,1.0,160.0,6840.0
Left,4,-1,1.0,180.0,6840.0
Left,4,-1,1.0,200.0,6980.0
Left,4,-1,1.0,204.0,7110.0
Left,4,-1,1.5,0.0,6180.0
Left,4,-1,1.5,20.0,6260.0
Left,4,-1,1.5,40.0,6350.0
Left,4,-1,1.5,60.0,6440.0
Left,4,-1,1.5,80.0,6520.0
Left,4,-1,1.5,100.0,6600.0
Left,4,-1,1.5,120.0,6680.0
Left,4,-1,1.5,140.0,6840.0
Left,4,-1,1.5,160.0,6840.0
Left,4,-1,1.5,180.0,6840.0
Left,4,-1,1.5,200.0,6970.0
Left,4,-1,1.5,204.0,7110.0
Left,4,-0.5,-1.5,0.0,5630.0
Left,4,-0.5,-1.5,20.0,5820.0
Left,4,-0.5,-1.5,40.0,6010.0
Left,4,-0.5,-1.5,60.0,6180.0
Left,4,-0.5,-1.5,80.0,6330.0
Left,4,-0.5,-1.5,100.0,6470.0
Left,4,-0.5,-1.5,120.0,6590.0
Left,4,-0.5,-1.5,140.0,6810.0
Left,4,-0.5,-1.5,160.0,6810.0
Left,4,-0.5,-1.5,180.0,6810.0
Left,4,-0.5,-1.5,200.0,7000.0
Left,4,-0.5,-1.5,204.0,7110.0
Left,4,-0.5,-1.0,0.0,5810.0
Left,4,-0.5,-1.0,20.0,5960.0
Left,4,-0.5,-1.0,40.0,6100.0
Left,4,-0.5,-1.0,60.0,6240.0
Left,4,-0.5,-1.0,80.0,6380.0
Left,4,-0.5,-1.0,100.0,6500.0
Left,4,-0.5,-1.0,120.0,6620.0
Left,4,-0.5,-1.0,140.0,6830.0
Left,4,-0.5,-1.0,160.0,6830.0
Left,4,-0.5,-1.0,180.0,6830.0
Left,4,-0.5,-1.0,200.0,7000.0
Left,4,-0.5,-1.0,204.0,7110.0
Left,4,-0.5,-0.5,0.0,5920.0
Left,4,-0.5,-0.5,20.0,6050.0
Left,4,-0.5,-0.5,40.0,6180.0
Left,4,-0.5,-0.5,60.0,6300.0
Left,4,-0.5,-0.5,80.0,6420.0
Left,4,-0.5,-0.5,100.0,6540.0
Left,4,-0.5,-0.5,120.0,6640.0
Left,4,-0.5,-0.5,140.0,6840.0
Left,4,-0.5,-0.5,160.0,6840.0
Left,4,-0.5,-0.5,180.0,6840.0
Left,4,-0.5,-0.5,200.0,7000.0
Left,4,-0.5,-0.5,204.0,7110.0
Left,4,-0.5,0.0,0.0,6000.0
Left,4,-0.5,0.0,20.0,6120.0
Left,4,-0.5,0.0,40.0,6230.0
Left,4,-0.5,0.0,60.0,6340.0
Left,4,-0.5,0.0,80.0,6450.0
Left,4,-0.5,0.0,100.0,6560.0
Left,4,-0.5,0.0,120.0,6660.0
Left,4,-0.5,0.0,140.0,6850.0
Left,4,-0.5,0.0,160.0,6850.0
Left,4,-0.5,0.0,180.0,6850.0
Left,4,-0.5,0.0,200.0,7000.0
Left,4,-0.5,0.0,204.0,7110.0
Left,4,-0.5,0.5,0.0,6070.0
Left,4,-0.5,0.5,20.0,6170.0
Left,4,-0.5,0.5,40.0,6280.0
Left,4,-0.5,0.5,60.0,6380.0
Left,4,-0.5,0.5,80.0,6480.0
Left,4,-0.5,0.5,100.0,6580.0
Left,4,-0.5,0.5,120.0,6680.0
Left,4,-0.5,0.5,140.0,6850.0
Left,4,-0.5,0.5,160.0,6850.0
Left,4,-0.5,0.5,180.0,6850.0
Left,4,-0.5,0.5,200.0,7000.0
Left,4,-0.5,0.5,204.0,7110.0
Left,4,-0.5,1.0,0.0,6120.0
Left,4,-0.5,1.0,20.0,6220.0
Left,4,-0.5,1.0,40.0,6320.0
Left,4,-0.5,1.0,60.0,6410.0
Left,4,-0.5,1.0,80.0,6510.0
Left,4,-0.5,1.0,100.0,6600.0
Left,4,-0.5,1.0,120.0,6690.0
Left,4,-0.5,1.0,140.0,6850.0
Left,4,-0.5,1.0,160.0,6850.0
Left,4,-0.5,1.0,180.0,6850.0
Left,4,-0.5,1.0,200.0,6990.0
Left,4,-0.5,1.0,204.0,7110.0
Left,4,-0.5,1.5,0.0,6170.0
Left,4,-0.5,1.5,20.0,6260.0
Left,4,-0.5,1.5,40.0,6350.0
Left,4,-0.5,1.5,60.0,6440.0
Left,4,-0.5,1.5,80.0,6530.0
Left,4,-0.5,1.5,100.0,6610.0
Left,4,-0.5,1.5,120.0,6690.0
Left,4,-0.5,1.5,140.0,6850.0
Left,4,-0.5,1.5,160.0,6850.0
Left,4,-0.5,1.5,180.0,6850.0
Left,4,-0.5,1.5,200.0,6980.0
Left,4,-0.5,1.5,204.0,7110.0
Left,4,0,-1.5,0.0,5550.0
Left,4,0,-1.5,20.0,5760.0
Left,4,0,-1.5,40.0,5970.0
Left,4,0,-1.5,60.0,6160.0
Left,4,0,-1.5,80.0,6320.0
Left,4,0,-1.5,100.0,6470.0
Left,4,0,-1.5,120.0,6600.0
Left,4,0,-1.5,140.0,6820.0
Left,4,0,-1.5,160.0,6820.0
Left,4,0,-1.5,180.0,6820.0
Left,4,0,-1.5,200.0,7010.0
Left,4,0,-1.5,204.0,7110.0
Left,4,0,-1.0,0.0,5770.0
Left,4,0,-1.0,20.0,5930.0
Left,4,0,-1.0,40.0,6090.0
Left,4,0,-1.0,60.0,6240.0
Left,4,0,-1.0,80.0,6370.0
Left,4,0,-1.0,100.0,6500.0
Left,4,0,-1.0,120.0,6620.0
Left,4,0,-1.0,140.0,6840.0
Left,4,0,-1.0,160.0,6840.0
Left,4,0,-1.0,180.0,6840.0
Left,4,0,-1.0,200.0,7010.0
Left,4,0,-1.0,204.0,7110.0
Left,4,0,-0.5,0.0,5900.0
Left,4,0,-0.5,20.0,6040.0
Left,4,0,-0.5,40.0,6170.0
Left,4,0,-0.5,60.0,6300.0
Left,4,0,-0.5,80.0,6420.0
Left,4,0,-0.5,100.0,6540.0
Left,4,0,-0.5,120.0,6650.0
Left,4,0,-0.5,140.0,6850.0
Left,4,0,-0.5,160.0,6850.0
Left,4,0,-0.5,180.0,6850.0
Left,4,0,-0.5,200.0,7010.0
Left,4,0,-0.5,204.0,7110.0
Left,4,0,0.0,0.0,5980.0
Left,4,0,0.0,20.0,6110.0
Left,4,0,0.0,40.0,6230.0
Left,4,0,0.0,60.0,6340.0
Left,4,0,0.0,80.0,6460.0
Left,4,0,0.0,100.0,6570.0
Left,4,0,0.0,120.0,6670.0
Left,4,0,0.0,140.0,6860.0
Left,4,0,0.0,160.0,6860.0
Left,4,0,0.0,180.0,6860.0
Left,4,0,0.0,200.0,7010.0
Left,4,0,0.0,204.0,7110.0
Left,4,0,0.5,0.0,6060.0
Left,4,0,0.5,20.0,6170.0
Left,4,0,0.5,40.0,6280.0
Left,4,0,0.5,60.0,6380.0
Left,4,0,0.5,80.0,6490.0
Left,4,0,0.5,100.0,6590.0
Left,4,0,0.5,120.0,6690.0
Left,4,0,0.5,140.0,6860.0
Left,4,0,0.5,160.0,6860.0
Left,4,0,0.5,180.0,6860.0
Left,4,0,0.5,200.0,7010.0
Left,4,0,0.5,204.0,7110.0
Left,4,0,1.0,0.0,6120.0
Left,4,0,1.0,20.0,6220.0
Left,4,0,1.0,40.0,6320.0
Left,4,0,1.0,60.0,6410.0
Left,4,0,1.0,80.0,6510.0
Left,4,0,1.0,100.0,6610.0
Left,4,0,1.0,120.0,6700.0
Left,4,0,1.0,140.0,6860.0
Left,4,0,1.0,160.0,6860.0
Left,4,0,1.0,180.0,6860.0
Left,4,0,1.0,200.0,7000.0
Left,4,0,1.0,204.0,7110.0
Left,4,0,1.5,0.0,6170.0
Left,4,0,1.5,20.0,6260.0
